Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time
192.168.10.5-192.168.10.3-56907-53-17,192.168.10.5,56907,192.168.10.3,53,17,2017-07-07 12:05:28.317647,140,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,1257142.8571428573,28571.42857142857,46.66666666666667,75.63288526384098,134,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,14285.714285714286,14285.714285714286,36,52,44.0,9.237604307034012,85.33333333333331,0,0,0,0,0,0,0,0,1.0,44.0,36.0,52.0,0,0,0,0,0,0,0,18,0,26,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-54373-53-17,192.168.10.5,54373,192.168.10.3,53,17,2017-07-07 12:05:28.318007,147,2,2,72,208,36,36,36.0,0.0,104,104,104.0,0.0,1904761.9047619049,27210.884353741498,49.0,78.8098978555359,140,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,13605.442176870749,13605.442176870749,36,104,70.0,39.25981830489455,1541.3333333333333,0,0,0,0,0,0,0,0,1.0,70.0,36.0,104.0,0,0,0,0,0,0,0,18,0,52,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-52273-53-17,192.168.10.5,52273,192.168.10.3,53,17,2017-07-07 12:05:28.365611,149,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,1046979.8657718122,26845.637583892614,49.66666666666667,80.82903768654761,143,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,13422.818791946307,13422.818791946307,31,47,39.0,9.237604307034012,85.33333333333331,0,0,0,0,0,0,0,0,1.0,39.0,31.0,47.0,0,0,0,0,0,0,0,15,0,23,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-63834-53-17,192.168.10.5,63834,192.168.10.3,53,17,2017-07-07 12:05:28.365979,323545,2,2,62,182,31,31,31.0,0.0,91,91,91.0,0.0,754.1454820813178,12.36304068985767,107848.33333333334,186792.73066780012,323538,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,6.181520344928835,6.181520344928835,31,91,61.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,61.0,31.0,91.0,0,0,0,0,0,0,0,15,0,45,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61099-53-17,192.168.10.3,61099,192.168.10.1,53,17,2017-07-07 12:05:28.366138,323188,1,1,42,102,42,42,42.0,0.0,102,102,102.0,0.0,445.5610975655037,6.188348577298663,323188.0,0.0,323188,323188,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,3.0941742886493317,3.0941742886493317,42,102,72.0,42.42640687119285,1800.0,0,0,0,0,0,0,0,0,1.0,72.0,42.0,102.0,0,0,0,0,0,0,0,21,0,51,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-104.20.170.20-49236-443-6,192.168.10.5,49236,104.20.170.20,443,6,2017-07-07 12:05:28.372154,119720556,69,92,2397,86782,205,0,34.73913043478261,51.00854950654988,2920,0,943.282608695652,677.2040666048063,744.8929655822848,1.3447982984643003,748253.4750000001,6515391.46965276,58967159,1,119720556,1760596.4117647058,9946429.876961362,58967159,4,119642625,1314754.120879121,8623460.247831408,58988594,1,26,45,0,0,0,0,1392,1852,0.5763421279132717,0.7684561705510289,0,2920,553.9068322981367,682.1673988219667,465352.3600155281,0,2,0,71,160,0,0,0,1.3333333333333333,553.9068322981367,34.73913043478261,943.282608695652,886,9,507155,18756,16,1009553,0,14,0,539,8192,33,26,20,1361176.5,1815128.2580634623,2644666,77687,58460146.5,717023.9537926889,58967159,57953134,-1,-1,119720556
192.168.10.5-104.20.170.20-49237-443-6,192.168.10.5,49237,104.20.170.20,443,6,2017-07-07 12:05:28.372287,177375,15,13,752,6492,192,0,50.133333333333326,73.00867528360358,1460,0,499.38461538461536,634.1759138784678,40840.0281888654,157.85764622973926,6569.444444444445,13738.77077788182,67807,2,177375,12669.642857142857,17752.21717293209,67807,4,162079,13506.583333333332,24305.51818174905,83061,2,7,7,0,0,0,0,312,272,84.56659619450316,73.29105003523608,0,1460,258.71428571428567,483.28933570955394,233568.58201058197,2,2,0,14,27,0,0,0,0.8666666666666667,258.7142857142857,50.13333333333333,499.38461538461536,0,0,0,2689,4,374825,0,26,0,231,8192,32,7,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,177375
192.168.10.5-192.168.10.3-61318-53-17,192.168.10.5,61318,192.168.10.3,53,17,2017-07-07 12:05:28.372334,144,2,2,60,124,30,30,30.0,0.0,62,62,62.0,0.0,1277777.7777777778,27777.777777777777,48.0,75.34586916347837,135,4,4,4.0,0.0,4,4,5,5.0,0.0,5,5,0,0,0,0,0,0,16,16,13888.888888888889,13888.888888888889,30,62,46.0,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,46.0,30.0,62.0,0,0,0,0,0,0,0,15,0,31,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-104.20.170.20-49238-443-6,192.168.10.5,49238,104.20.170.20,443,6,2017-07-07 12:05:28.372356,178414,19,22,768,18779,208,0,40.42105263157895,69.79359711915134,1460,0,853.5909090909092,659.3846091398879,109559.7879090206,229.8025939668412,4460.35,10905.76310018863,62394,1,178414,9911.888888888889,15219.671736001204,62394,4,163215,7772.142857142858,17928.4656936552,78005,1,7,14,0,0,0,0,392,452,106.49388500902396,123.30870895781722,0,1460,476.7560975609756,631.6586412172244,398992.6390243903,2,2,0,21,40,0,0,0,1.1578947368421053,476.7560975609756,40.42105263157895,853.5909090909091,0,0,0,12620,10,1650104,0,18,0,458,8192,32,7,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,178414
192.168.10.5-104.20.170.20-49239-443-6,192.168.10.5,49239,104.20.170.20,443,6,2017-07-07 12:05:28.372477,219714,26,36,759,38714,199,0,29.19230769230769,60.96032757836475,1460,0,1075.388888888889,603.0394574997455,179656.28043729576,282.18502234723326,3601.868852459017,11740.82991171608,81627,2,219714,8788.56,17449.68160425857,81627,48,204567,5844.771428571427,18283.052916463883,96936,2,7,13,0,0,0,0,532,732,118.3356545327107,163.8493678145225,0,1460,636.6612903225806,693.5855507303438,481060.9161819144,2,2,0,20,61,0,0,0,1.3846153846153846,636.6612903225806,29.192307692307693,1075.388888888889,0,0,0,34910,26,1478297,0,12,0,624,8192,32,7,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,219714
192.168.10.5-104.20.170.20-49240-443-6,192.168.10.5,49240,104.20.170.20,443,6,2017-07-07 12:05:28.372566,5476381,10,8,313,3803,189,0,31.3,62.83496903264402,1460,0,475.37500000000006,635.4734877014372,751.591242464686,3.286842168212913,322140.0588235294,1279728.9131007136,5287585,1,5476381,608486.7777777778,1754823.601156593,5287585,1,5461116,780159.4285714285,1995012.6132565225,5302944,4,3,3,0,0,0,0,212,172,1.826023426784952,1.4608187414279612,0,1460,228.66666666666669,468.9648174436969,219928.0,2,2,0,6,17,0,0,0,0.8,228.66666666666663,31.3,475.375,0,0,0,0,0,0,0,17,0,211,8192,30,3,20,173502.0,0.0,173502,173502,5287585.0,0.0,5287585,5287585,-1,-1,5476381
192.168.10.5-104.20.170.20-49241-443-6,192.168.10.5,49241,104.20.170.20,443,6,2017-07-07 12:05:28.372666,5476012,9,8,313,3803,189,0,34.77777777777778,65.6177906092886,1460,0,475.37500000000006,635.4734877014372,751.6418882938898,3.1044490041292825,342250.75,1327583.1039711975,5319969,4,5476012,684501.5,1873236.1792253684,5319969,48,5460838,780119.7142857143,2009015.5806005849,5335291,4,3,3,0,0,0,0,192,172,1.6435318257155025,1.46091717841378,0,1460,242.11764705882348,479.8054139900024,230213.2352941176,2,2,0,6,16,0,0,0,0.8888888888888888,242.11764705882356,34.77777777777778,475.375,0,0,0,0,0,0,0,18,0,223,8192,30,3,20,140672.0,0.0,140672,140672,5319969.0,0.0,5319969,5319969,-1,-1,5476012
192.168.10.5-192.168.10.3-49242-53-17,192.168.10.5,49242,192.168.10.3,53,17,2017-07-07 12:05:28.372904,60322,2,2,60,178,30,30,30.0,0.0,89,89,89.0,0.0,3945.492523457445,66.3107987135705,20107.333333333336,34782.76228727864,60271,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,33.15539935678525,33.15539935678525,30,89,59.5,34.06366588218792,1160.3333333333333,0,0,0,0,0,0,0,0,1.0,59.5,30.0,89.0,0,0,0,0,0,0,0,15,0,44,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60189-53-17,192.168.10.3,60189,192.168.10.1,53,17,2017-07-07 12:05:28.373091,28669282,2,2,123,260,82,41,61.5,28.991378028648448,160,100,130.0,42.42640687119285,13.359246318062658,0.1395221547578345,9556427.333333332,16480100.065496003,28585996,23328,28645954,28645954.0,0.0,28645954,28645954,28609324,28609324.0,0.0,28609324,28609324,0,0,0,0,0,0,16,16,0.0697610773789172,0.0697610773789172,41,160,95.75,49.43935679193248,2444.2500000000005,0,0,0,0,0,0,0,0,1.0,95.75,61.5,130.0,0,0,0,0,0,0,0,30,0,65,0,0,1,8,59958.0,0.0,59958,59958,28585996.0,0.0,28585996,28585996,-1,-1,0
192.168.10.50-67.215.197.149-123-123-17,192.168.10.50,123,67.215.197.149,123,17,2017-07-07 12:05:28.449446,25667,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3740.211166088752,77.92106596018233,25667.0,0.0,25667,25667,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,38.960532980091166,38.960532980091166,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-68.233.234.217-49242-443-6,192.168.10.5,49242,68.233.234.217,443,6,2017-07-07 12:05:28.500222,75442784,17,16,741,3691,346,0,43.58823529411766,100.84893332574804,1460,0,230.6875,477.982666178039,58.74650649159501,0.4374175799238797,2357587.0,4184348.652330207,10011419,4,75375920,4710995.0,4994461.886419304,10078133,99,75375858,5025057.2,5014030.548518857,10078318,4,3,4,0,0,0,0,352,416,0.2253363290516956,0.2120812508721841,0,1460,134.3030303030303,348.13229210033114,121196.0928030303,2,2,0,7,32,0,0,0,0.9411764705882352,134.3030303030303,43.588235294117645,230.6875,0,0,0,0,0,0,0,22,0,111,8192,70,10,20,115912.0,129892.31994746008,410480,66689,10004467.0,17997.175352445385,10011419,9963654,-1,-1,75442784
192.168.10.5-68.233.234.217-49243-443-6,192.168.10.5,49243,68.233.234.217,443,6,2017-07-07 12:05:28.500330,75552674,17,16,741,3691,346,0,43.58823529411766,100.84893332574804,1460,0,230.6875,477.982666178039,58.66106075874959,0.4367813639527835,2361021.0625,4181117.55380217,10011361,1,75485953,4717872.0625,4985451.465339302,10078127,95,75485861,5032390.733333332,5003962.634190962,10078193,1,3,4,0,0,0,0,352,416,0.2250085814302218,0.2117727825225616,0,1460,134.3030303030303,348.13229210033114,121196.0928030303,2,2,0,7,32,0,0,0,0.9411764705882352,134.3030303030303,43.588235294117645,230.6875,0,0,0,0,0,0,0,22,0,111,8192,70,10,20,131576.00000000003,171174.84734524132,519764,66690,9999950.42857143,17615.990092878095,10011361,9963644,-1,-1,75552674
192.168.10.14-13.82.187.188-49545-443-6,192.168.10.14,49545,13.82.187.188,443,6,2017-07-07 12:05:28.592230,33019181,79,65,110733,14083,9338,0,1401.6835443037974,1828.9934077933085,1460,0,216.66153846153853,392.79349205892674,3780.105872401862,4.361101506424402,230903.3636363636,1095132.692954561,12768073,0,33019181,423322.83333333326,1463022.4338905571,12768073,48,32934348,514599.1875,1618140.5059098504,12837758,0,36,19,0,0,0,0,1592,1312,2.3925487431078314,1.9685527633165705,0,9338,866.7777777777784,1497.9645884712722,2243897.908313908,0,2,0,55,143,0,0,0,0.8227848101265823,866.7777777777778,1401.6835443037974,216.66153846153847,17826,5,569742,0,0,0,0,768,0,97,8192,513,59,20,20159830.0,0.0,20159830,20159830,12768073.0,0.0,12768073,12768073,-1,-1,33019181
192.168.10.5-72.21.91.29-49244-80-6,192.168.10.5,49244,72.21.91.29,80,6,2017-07-07 12:05:28.600858,113406006,20,18,1750,3184,435,0,87.50000000000001,178.26429225937773,796,0,176.88888888888889,340.5229350294129,43.5073958957694,0.3350792549734976,3065027.189189189,4530485.085385,10007756,79,113382522,5967501.157894736,4794735.861291599,10031223,145,113382466,6669556.823529413,4600382.863004343,10036622,850,4,4,0,0,0,0,412,492,0.1763575026176303,0.1587217523558672,0,796,129.84210526315792,267.6591748005428,71641.43385490753,0,2,0,8,37,0,0,0,0.9,129.8421052631579,87.5,176.88888888888889,0,0,0,0,0,0,0,46,0,83,8192,294,14,20,461061.7272727273,1275925.2002112106,4281238,23456,9846440.272727272,484223.9609653965,10007756,8388218,-1,-1,113406006
192.168.10.5-72.21.91.29-49245-80-6,192.168.10.5,49245,72.21.91.29,80,6,2017-07-07 12:05:28.606154,113400940,18,16,1315,2388,435,0,73.05555555555556,166.5598186917072,796,0,149.25,320.8778583822823,32.65405031034134,0.2998211478670282,3436392.121212122,4696056.267114218,10007766,53,113377215,6669247.941176469,4633210.504623799,10031248,53,113377419,7558494.6,4192611.6536871614,10039037,671,3,3,0,0,0,0,372,452,0.1587288429884267,0.1410923048786015,0,796,108.91176470588232,250.165565496988,62582.810160427805,0,2,0,6,33,0,0,0,0.8888888888888888,108.91176470588236,73.05555555555556,149.25,0,0,0,0,0,0,0,38,0,70,8192,292,13,20,406854.3636363637,1256514.6424387796,4195186,23452,9900165.181818182,328991.0128173164,10007766,8909478,-1,-1,113400940
192.168.10.5-72.21.91.29-49246-80-6,192.168.10.5,49246,72.21.91.29,80,6,2017-07-07 12:05:28.606267,113400831,18,16,1315,2388,435,0,73.05555555555556,166.5598186917072,796,0,149.25,320.8778583822823,32.65408169716146,0.2998214360527922,3436388.818181819,4692487.544513434,10007733,36,113377099,6669241.117647059,4626030.300200701,10031254,67,113377083,7558472.2,4189986.517603133,10039907,639,3,3,0,0,0,0,372,452,0.1587289955573606,0.1410924404954316,0,796,108.91176470588232,250.165565496988,62582.810160427805,0,2,0,6,33,0,0,0,0.8888888888888888,108.91176470588236,73.05555555555556,149.25,0,0,0,0,0,0,0,38,0,70,8192,292,13,20,413078.0909090909,1270050.8991095163,4241980,23475,9893930.90909091,334633.5522467687,10007733,8888022,-1,-1,113400831
192.168.10.5-192.168.10.3-49767-53-17,192.168.10.5,49767,192.168.10.3,53,17,2017-07-07 12:05:28.641024,107611,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,3010.8446162567025,37.17092118835435,35870.33333333333,62122.31161453454,107603,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,18.58546059417717,18.58546059417717,30,132,81.0,58.88972745734183,3468.0,0,0,0,0,0,0,0,0,1.0,81.0,30.0,132.0,0,0,0,0,0,0,0,15,0,66,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60181-53-17,192.168.10.3,60181,192.168.10.1,53,17,2017-07-07 12:05:28.641218,107190,1,1,41,143,41,41,41.0,0.0,143,143,143.0,0.0,1716.578038996175,18.6584569456106,107190.0,0.0,107190,107190,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,9.3292284728053,9.3292284728053,41,143,92.0,72.12489168102785,5202.0,0,0,0,0,0,0,0,0,1.0,92.0,41.0,143.0,0,0,0,0,0,0,0,20,0,71,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-49945-53-17,192.168.10.5,49945,192.168.10.3,53,17,2017-07-07 12:05:28.747788,67708,2,2,100,434,50,50,50.0,0.0,217,217,217.0,0.0,7886.808058131978,59.0772139185916,22569.333333333336,39047.93640300769,67658,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,29.5386069592958,29.5386069592958,50,217,133.5,96.4174949546675,9296.333333333334,0,0,0,0,0,0,0,0,1.0,133.5,50.0,217.0,0,0,0,0,0,0,0,25,0,108,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-60457-53-17,192.168.10.3,60457,192.168.10.1,53,17,2017-07-07 12:05:28.748058,67187,1,1,57,185,57,57,57.0,0.0,185,185,185.0,0.0,3601.8872698587525,29.767663387262417,67187.0,0.0,67187,67187,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.883831693631208,14.883831693631208,57,185,121.0,90.50966799187808,8192.0,0,0,0,0,0,0,0,0,1.0,121.0,57.0,185.0,0,0,0,0,0,0,0,28,0,92,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-23.50.75.27-49247-80-6,192.168.10.5,49247,23.50.75.27,80,6,2017-07-07 12:05:28.750800,115209733,17,15,428,1767,417,0,25.176470588235293,100.9716762848112,1767,0,117.80000000000004,456.2374381832337,19.05220976425664,0.2777543109139919,3716443.000000001,4815300.233420079,10011049,53,115209733,7200608.312500001,4464939.180900194,10031236,142,115186678,8227619.857142857,3735125.461370493,10034260,23231,1,1,0,0,0,0,352,444,0.1475569776730582,0.1301973332409337,0,1767,68.59375,318.54638183321475,101471.79737903226,2,2,0,2,31,0,0,0,0.8823529411764706,68.59375,25.176470588235293,117.8,0,0,0,0,0,0,0,13,0,55,8192,946,12,20,35433.90909090909,41113.0906535973,159394,22871,10008436.81818182,875.0651196549866,10011049,10008023,-1,-1,115209733
192.168.10.5-23.50.75.27-49248-80-6,192.168.10.5,49248,23.50.75.27,80,6,2017-07-07 12:05:28.750956,37011844,9,9,420,1767,417,0,46.66666666666666,138.8758438318198,1398,0,196.33333333333331,466.8570445007765,59.08919317827017,0.4863308080516063,2177167.294117647,4082603.822721303,10008051,41,36988866,4623608.249999999,5035434.831827898,10031224,41,36988641,4623580.124999999,5037534.062872469,10031192,210,1,2,0,0,0,0,192,228,0.2431654040258031,0.2431654040258031,0,1398,121.5,342.88880893682966,117572.73529411768,2,2,0,3,17,0,0,0,1.0,121.5,46.66666666666666,196.33333333333331,0,0,0,0,0,0,0,23,0,98,8192,946,4,20,31073.0,15750.112147748874,54698,23141,9216106.25,1582582.3836677775,10008051,6842233,-1,-1,37011844
192.168.10.5-23.50.75.27-49249-80-6,192.168.10.5,49249,23.50.75.27,80,6,2017-07-07 12:05:28.751114,5105031,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.1753111783258514,1021006.2,2257238.624419824,5058825,23,5105031,1701677.0,2907375.452822872,5058825,23046,5081928,5081928.0,0.0,5081928,5081928,0,0,0,0,0,0,92,52,0.7835407855505676,0.3917703927752838,0,0,0.0,0.0,0.0,2,2,0,0,5,0,0,0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,913,0,20,23160.0,0.0,23160,23160,5058825.0,0.0,5058825,5058825,-1,-1,5105031
192.168.10.5-23.50.75.27-49250-80-6,192.168.10.5,49250,23.50.75.27,80,6,2017-07-07 12:05:28.751232,5105201,4,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.371150714731898,850866.8333333333,2061392.626915253,5058604,32,5105071,1701690.3333333335,2907172.513680661,5058604,23219,5082014,2541007.0,3593081.084212824,5081699,315,0,0,0,0,0,0,92,72,0.7835146941325131,0.5876360205993848,0,0,0.0,0.0,0.0,2,2,0,0,6,0,0,0,0.75,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,913,0,20,23219.0,0.0,23219,23219,5058604.0,0.0,5058604,5058604,-1,-1,5105201
192.168.10.5-192.168.10.3-50070-53-17,192.168.10.5,50070,192.168.10.3,53,17,2017-07-07 12:05:28.751660,180,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,1155555.5555555555,22222.222222222223,60.0,63.85138996137829,129,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,11111.111111111111,11111.111111111111,44,60,52.0,9.237604307034012,85.33333333333331,0,0,0,0,0,0,0,0,1.0,52.0,44.0,60.0,0,0,0,0,0,0,0,22,0,30,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-58286-53-17,192.168.10.5,58286,192.168.10.3,53,17,2017-07-07 12:05:28.752130,59950,2,2,88,200,44,44,44.0,0.0,100,100,100.0,0.0,4804.003336113427,66.72226855713095,19983.333333333336,34606.08646370365,59943,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,33.36113427856547,33.36113427856547,44,100,72.0,32.331615074619044,1045.3333333333333,0,0,0,0,0,0,0,0,1.0,72.0,44.0,100.0,0,0,0,0,0,0,0,22,0,50,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-62260-53-17,192.168.10.3,62260,192.168.10.1,53,17,2017-07-07 12:05:28.752288,27893993,2,2,98,247,55,43,49.0,8.48528137423857,136,111,123.5,17.67766952966369,12.36825434063886,0.1434000503262476,9297997.666666668,15960940.03485842,27728084,59607,27787691,27787691.0,0.0,27787691,27787691,27834386,27834386.0,0.0,27834386,27834386,0,0,0,0,0,0,16,16,0.0717000251631238,0.0717000251631238,43,136,86.25,44.477522413012174,1978.25,0,0,0,0,0,0,0,0,1.0,86.25,49.0,123.5,0,0,0,0,0,0,0,24,0,61,0,0,1,8,59607.0,0.0,59607,59607,27728084.0,0.0,27728084,27728084,-1,-1,0
192.168.10.5-192.168.10.3-54974-53-17,192.168.10.5,54974,192.168.10.3,53,17,2017-07-07 12:05:28.855719,158,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1822784.8101265824,25316.45569620253,52.66666666666667,84.29313930168536,150,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,12658.227848101267,12658.227848101267,42,102,72.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,72.0,42.0,102.0,0,0,0,0,0,0,0,21,0,51,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-172.217.10.104-49251-443-6,192.168.10.5,49251,172.217.10.104,443,6,2017-07-07 12:05:28.856301,118252040,24,30,1369,21254,495,0,57.04166666666667,112.38268440299504,1430,0,708.4666666666666,669.4247521944305,191.31171014047624,0.4566517414836987,2231170.566037736,11160842.092712233,58141464,2,118252040,5141393.043478261,16709274.237769932,58218472,92,118158051,4074415.5517241377,14970074.525954507,58178516,2,10,18,0,0,0,0,492,612,0.2029563295483105,0.2536954119353882,0,1430,418.94444444444446,597.8625896480135,357439.67610062886,0,2,0,28,53,0,0,0,1.25,418.94444444444446,57.04166666666666,708.4666666666667,0,0,0,16763,14,1999403,0,25,0,393,8192,368,10,20,1031958.0,1327089.521649538,1970352,93564,58047251.0,133237.3023518564,58141464,57953038,-1,-1,118252040
192.168.10.5-192.168.10.3-59617-53-17,192.168.10.5,59617,192.168.10.3,53,17,2017-07-07 12:05:28.858822,143,2,2,102,134,51,51,51.0,0.0,67,67,67.0,0.0,1650349.6503496503,27972.02797202797,47.66666666666667,77.36493607140984,137,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,13986.013986013986,13986.013986013986,51,67,59.0,9.237604307034012,85.33333333333331,0,0,0,0,0,0,0,0,1.0,59.0,51.0,67.0,0,0,0,0,0,0,0,25,0,33,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-64739-53-17,192.168.10.5,64739,192.168.10.3,53,17,2017-07-07 12:05:28.859187,109467,2,2,78,486,39,39,39.0,0.0,243,243,243.0,0.0,5152.237660664859,36.54069262882878,36489.0,63195.60576495805,109461,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,18.27034631441439,18.27034631441439,39,243,141.0,117.77945491468364,13872.0,0,0,0,0,0,0,0,0,1.0,141.0,39.0,243.0,0,0,0,0,0,0,0,19,0,121,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.5-192.168.10.3-53833-53-17,192.168.10.5,53833,192.168.10.3,53,17,2017-07-07 12:05:28.859346,82974,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,3133.511702461012,48.20787234555402,27658.0,47860.03297115454,82922,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,24.10393617277701,24.10393617277701,51,79,65.0,16.165807537309522,261.3333333333333,0,0,0,0,0,0,0,0,1.0,65.0,51.0,79.0,0,0,0,0,0,0,0,25,0,39,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
192.168.10.3-192.168.10.1-61675-53-17,192.168.10.3,61675,192.168.10.1,53,17,2017-07-07 12:05:28.859347,108992,1,1,50,254,50,50,50.0,0.0,254,254,254.0,0.0,2789.1955372871403,18.349970640046976,108992.0,0.0,108992,108992,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,9.174985320023488,9.174985320023488,50,254,152.0,144.2497833620557,20808.0,0,0,0,0,0,0,0,0,1.0,152.0,50.0,254.0,0,0,0,0,0,0,0,25,0,127,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0
